,topkills1,topdeaths1,topassists1,topdoublekills1,toptriplekills1,topquadrakills1,toppentakills1,topdamagetochampions1,topdpm1,topdamageshare1,topdamagetakenperminute1,topwardsplaced1,topwpm1,topcontrolwardsbought1,topvspm1,toptotalgold1,topearned gpm1,topearnedgoldshare1,topcspm1,topgolddiffat101,topxpdiffat101,topcsdiffat101,topgolddiffat151,topxpdiffat151,topcsdiffat151,jgkills1,jgdeaths1,jgassists1,jgdoublekills1,jgtriplekills1,jgquadrakills1,jgpentakills1,jgdamagetochampions1,jgdpm1,jgdamageshare1,jgdamagetakenperminute1,jgwardsplaced1,jgwpm1,jgcontrolwardsbought1,jgvspm1,jgtotalgold1,jgearned gpm1,jgearnedgoldshare1,jgcspm1,jggolddiffat101,jgxpdiffat101,jgcsdiffat101,jggolddiffat151,jgxpdiffat151,jgcsdiffat151,midkills1,middeaths1,midassists1,middoublekills1,midtriplekills1,midquadrakills1,midpentakills1,middamagetochampions1,middpm1,middamageshare1,middamagetakenperminute1,midwardsplaced1,midwpm1,midcontrolwardsbought1,midvspm1,midtotalgold1,midearned gpm1,midearnedgoldshare1,midcspm1,midgolddiffat101,midxpdiffat101,midcsdiffat101,midgolddiffat151,midxpdiffat151,midcsdiffat151,botkills1,botdeaths1,botassists1,botdoublekills1,bottriplekills1,botquadrakills1,botpentakills1,botdamagetochampions1,botdpm1,botdamageshare1,botdamagetakenperminute1,botwardsplaced1,botwpm1,botcontrolwardsbought1,botvspm1,bottotalgold1,botearned gpm1,botearnedgoldshare1,botcspm1,botgolddiffat101,botxpdiffat101,botcsdiffat101,botgolddiffat151,botxpdiffat151,botcsdiffat151,supkills1,supdeaths1,supassists1,supdoublekills1,suptriplekills1,supquadrakills1,suppentakills1,supdamagetochampions1,supdpm1,supdamageshare1,supdamagetakenperminute1,supwardsplaced1,supwpm1,supcontrolwardsbought1,supvspm1,suptotalgold1,supearned gpm1,supearnedgoldshare1,supcspm1,supgolddiffat101,supxpdiffat101,supcsdiffat101,supgolddiffat151,supxpdiffat151,supcsdiffat151,topkills0,topdeaths0,topassists0,topdoublekills0,toptriplekills0,topquadrakills0,toppentakills0,topdamagetochampions0,topdpm0,topdamageshare0,topdamagetakenperminute0,topwardsplaced0,topwpm0,topcontrolwardsbought0,topvspm0,toptotalgold0,topearned gpm0,topearnedgoldshare0,topcspm0,topgolddiffat100,topxpdiffat100,topcsdiffat100,topgolddiffat150,topxpdiffat150,topcsdiffat150,jgkills0,jgdeaths0,jgassists0,jgdoublekills0,jgtriplekills0,jgquadrakills0,jgpentakills0,jgdamagetochampions0,jgdpm0,jgdamageshare0,jgdamagetakenperminute0,jgwardsplaced0,jgwpm0,jgcontrolwardsbought0,jgvspm0,jgtotalgold0,jgearned gpm0,jgearnedgoldshare0,jgcspm0,jggolddiffat100,jgxpdiffat100,jgcsdiffat100,jggolddiffat150,jgxpdiffat150,jgcsdiffat150,midkills0,middeaths0,midassists0,middoublekills0,midtriplekills0,midquadrakills0,midpentakills0,middamagetochampions0,middpm0,middamageshare0,middamagetakenperminute0,midwardsplaced0,midwpm0,midcontrolwardsbought0,midvspm0,midtotalgold0,midearned gpm0,midearnedgoldshare0,midcspm0,midgolddiffat100,midxpdiffat100,midcsdiffat100,midgolddiffat150,midxpdiffat150,midcsdiffat150,botkills0,botdeaths0,botassists0,botdoublekills0,bottriplekills0,botquadrakills0,botpentakills0,botdamagetochampions0,botdpm0,botdamageshare0,botdamagetakenperminute0,botwardsplaced0,botwpm0,botcontrolwardsbought0,botvspm0,bottotalgold0,botearned gpm0,botearnedgoldshare0,botcspm0,botgolddiffat100,botxpdiffat100,botcsdiffat100,botgolddiffat150,botxpdiffat150,botcsdiffat150,supkills0,supdeaths0,supassists0,supdoublekills0,suptriplekills0,supquadrakills0,suppentakills0,supdamagetochampions0,supdpm0,supdamageshare0,supdamagetakenperminute0,supwardsplaced0,supwpm0,supcontrolwardsbought0,supvspm0,suptotalgold0,supearned gpm0,supearnedgoldshare0,supcspm0,supgolddiffat100,supxpdiffat100,supcsdiffat100,supgolddiffat150,supxpdiffat150,supcsdiffat150,gamelength,winner
10,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8730.0,360.9924,0.147029,632.295,10.0,0.4135,6.0,1.0751,10490.0,299.9586,0.215277,9.9655,649.0,194.0,11.0,842.0,242.0,17.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,6559.0,271.2198,0.110466,751.8815,9.0,0.3722,9.0,1.1165,9151.0,244.5899,0.175541,4.7967,-59.0,206.0,-2.0,-316.0,-507.0,-14.0,8.0,1.0,5.0,2.0,1.0,0.0,0.0,16351.0,676.1268,0.275381,931.4266,8.0,0.3308,4.0,0.827,11765.0,352.6809,0.253113,9.4693,625.0,-42.0,8.0,560.0,218.0,13.0,5.0,0.0,9.0,1.0,1.0,0.0,0.0,20762.0,858.5252,0.34967,194.5141,11.0,0.4549,5.0,0.9511,11290.0,333.0393,0.239017,8.601,435.0,-347.0,10.0,581.0,-446.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,6974.0,288.3804,0.117455,201.3784,53.0,2.1916,11.0,3.7629,7180.0,163.0875,0.117051,0.9511,306.0,970.0,-5.0,590.0,1101.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6549.0,270.8063,0.20745,567.9531,9.0,0.3722,4.0,0.6616,7775.0,187.6912,0.225202,8.3529,-649.0,-194.0,-11.0,-842.0,-242.0,-17.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4682.0,193.6044,0.14831,863.3218,8.0,0.3308,7.0,1.4473,7269.0,166.7677,0.200099,5.2929,59.0,-206.0,2.0,316.0,507.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11775.0,486.9056,0.372992,709.0834,3.0,0.1241,2.0,0.6616,7766.0,187.3191,0.224756,8.3529,-625.0,42.0,-8.0,-560.0,-218.0,-13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3939.0,162.8808,0.124774,599.2143,9.0,0.3722,3.0,1.5713,8451.0,215.6444,0.258739,9.3039,-435.0,347.0,-10.0,-581.0,446.0,-9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4624.0,191.2061,0.146473,411.1509,32.0,1.3232,12.0,2.481,5074.0,76.0028,0.091203,0.6616,-306.0,-970.0,5.0,-590.0,-1101.0,-1.0,1451,1
11,1.0,0.0,3.0,0.0,0.0,0.0,0.0,6312.0,231.2088,0.102639,621.3553,11.0,0.4029,7.0,1.4652,11355.0,283.4432,0.205366,9.4139,262.0,123.0,12.0,843.0,284.0,26.0,4.0,1.0,10.0,0.0,0.0,0.0,0.0,17551.0,642.8938,0.285396,810.7692,9.0,0.3297,6.0,1.2088,10387.0,247.9853,0.179675,5.9341,569.0,172.0,-5.0,556.0,6.0,-2.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,10895.0,399.0842,0.177163,473.6264,19.0,0.696,11.0,2.3443,10332.0,245.9707,0.178216,8.5714,89.0,-73.0,3.0,-246.0,-618.0,-11.0,11.0,0.0,4.0,2.0,0.0,0.0,0.0,20578.0,753.7729,0.334618,471.9414,14.0,0.5128,4.0,1.3919,15600.0,438.9377,0.31803,10.0733,1249.0,640.0,7.0,2291.0,1521.0,16.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,6161.0,225.6777,0.100184,261.4286,42.0,1.5385,13.0,3.1868,8090.0,163.8462,0.118712,0.6593,845.0,658.0,3.0,1034.0,310.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,9504.0,348.1319,0.272438,740.1832,11.0,0.4029,5.0,1.0256,8006.0,160.7692,0.205314,7.0696,-262.0,-123.0,-12.0,-843.0,-284.0,-26.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4535.0,166.1172,0.129999,803.1136,14.0,0.5128,13.0,1.8315,7527.0,143.2234,0.182906,5.7143,-569.0,-172.0,5.0,-556.0,-6.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8134.0,297.9487,0.233166,524.6154,7.0,0.2564,1.0,0.5861,9694.0,222.6007,0.28428,9.707,-89.0,73.0,-3.0,246.0,618.0,11.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,10094.0,369.7436,0.289351,574.8718,7.0,0.2564,0.0,1.0256,9131.0,201.978,0.257942,8.2418,-1249.0,-640.0,-7.0,-2291.0,-1521.0,-16.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2618.0,95.8974,0.0750466,331.3919,48.0,1.7582,20.0,2.9304,5104.0,54.4689,0.0695571,0.3297,-845.0,-658.0,-3.0,-1034.0,-310.0,-4.0,1638,1
12,3.0,1.0,3.0,1.0,0.0,0.0,0.0,14595.0,530.0847,0.252203,529.6126,12.0,0.4358,9.0,1.1985,12073.0,306.0654,0.233265,9.5521,222.0,29.0,2.0,953.0,525.0,18.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9478.0,344.2373,0.163781,944.2373,9.0,0.3269,5.0,1.4891,9327.0,206.3317,0.157257,6.0654,192.0,8.0,-11.0,559.0,474.0,-4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,14030.0,509.5642,0.24244,402.0581,22.0,0.799,6.0,2.4334,10617.0,253.184,0.192964,8.4625,49.0,-29.0,-4.0,-200.0,-756.0,-19.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,15526.0,563.8983,0.268291,289.7215,17.0,0.6174,7.0,1.4891,15208.0,419.9274,0.320041,10.7506,1016.0,216.0,22.0,1846.0,185.0,28.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4241.0,154.0315,0.0732849,173.3898,42.0,1.5254,10.0,2.3971,7131.0,126.5738,0.0964725,0.109,252.0,656.0,-2.0,979.0,1059.0,-3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8017.0,291.1743,0.311679,650.9564,6.0,0.2179,3.0,0.7264,10376.0,244.431,0.285285,9.0799,-222.0,-29.0,-2.0,-953.0,-525.0,-18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,845.0,30.6901,0.0328513,613.4746,14.0,0.5085,14.0,1.8886,7770.0,149.7821,0.174822,5.8475,-192.0,-8.0,11.0,-559.0,-474.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,9297.0,337.6634,0.361442,607.4818,15.0,0.5448,6.0,0.4722,9229.0,202.7724,0.236666,8.7893,-49.0,29.0,4.0,200.0,756.0,19.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5199.0,188.8257,0.202123,631.2349,6.0,0.2179,0.0,0.7627,8602.0,180.0,0.210088,7.8814,-1016.0,-216.0,-22.0,-1846.0,-185.0,-28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2364.0,85.8596,0.0919058,255.109,40.0,1.4528,17.0,2.0339,5843.0,79.7942,0.0931399,0.3269,-252.0,-656.0,2.0,-979.0,-1059.0,3.0,1652,1
13,4.0,2.0,7.0,0.0,0.0,0.0,0.0,24278.0,743.5835,0.297157,1260.7963,11.0,0.3369,7.0,0.9188,15320.0,338.3767,0.254111,9.6784,358.0,151.0,20.0,743.0,854.0,35.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,15886.0,486.5544,0.194441,822.4502,8.0,0.245,7.0,1.1945,11945.0,235.0077,0.176484,5.758,607.0,-148.0,-11.0,728.0,128.0,-14.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,16071.0,492.2205,0.196705,850.6585,11.0,0.3369,8.0,1.4395,13731.0,289.709,0.217563,9.3109,114.0,59.0,-2.0,451.0,-314.0,-7.0,8.0,0.0,6.0,2.0,0.0,0.0,0.0,15259.0,467.3507,0.186766,235.0383,15.0,0.4594,7.0,1.6233,15041.0,329.8315,0.247694,9.8622,241.0,109.0,-4.0,310.0,45.0,-4.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,10207.0,312.6187,0.124931,254.1501,46.0,1.4089,12.0,3.3997,8800.0,138.683,0.104147,0.7657,403.0,-146.0,5.0,544.0,30.0,3.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,23517.0,720.2757,0.314457,1207.5038,11.0,0.3369,7.0,0.9495,13450.0,281.1026,0.316547,9.0352,-358.0,-151.0,-20.0,-743.0,-854.0,-35.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,6473.0,198.2542,0.0865536,826.2175,11.0,0.3369,11.0,1.6845,8673.0,134.7933,0.15179,5.2067,-607.0,148.0,11.0,-728.0,-128.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22956.0,703.0934,0.306956,516.4472,11.0,0.3369,4.0,0.7657,10602.0,193.8744,0.218321,9.1271,-114.0,-59.0,2.0,-451.0,314.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,16585.0,507.9632,0.221766,421.317,21.0,0.6432,7.0,1.0413,11293.0,215.0383,0.242153,8.6983,-241.0,-109.0,4.0,-310.0,-45.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5255.0,160.9495,0.0702672,355.4977,50.0,1.5314,16.0,2.7871,6336.0,63.2159,0.071188,0.7044,-403.0,146.0,-5.0,-544.0,-30.0,-3.0,1959,1
14,1.0,6.0,5.0,0.0,0.0,0.0,0.0,19185.0,646.6854,0.321567,1478.9663,8.0,0.2697,4.0,0.7079,10314.0,215.9663,0.23498,7.9213,-664.0,-650.0,-16.0,-703.0,-176.0,-13.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,7667.0,258.4382,0.128509,913.1798,8.0,0.2697,6.0,1.3483,8133.0,142.4494,0.154993,4.2472,-483.0,-561.0,-9.0,-594.0,-319.0,-12.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,10140.0,341.7978,0.16996,1186.1798,9.0,0.3034,7.0,0.573,9677.0,194.4944,0.211618,8.0225,-778.0,-371.0,-8.0,-1128.0,-900.0,-22.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,16879.0,568.9551,0.282915,587.7303,11.0,0.3708,3.0,1.8202,11909.0,269.7303,0.293476,9.3034,-357.0,-303.0,5.0,-1148.0,-1060.0,-20.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,5790.0,195.1685,0.0970483,580.4157,37.0,1.2472,12.0,1.9888,6768.0,96.4382,0.104933,0.4045,-113.0,-93.0,0.0,-357.0,-52.0,3.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,12669.0,427.0449,0.108953,876.573,10.0,0.3371,6.0,0.8427,11267.0,248.0899,0.170854,7.0787,664.0,650.0,16.0,703.0,176.0,13.0,4.0,3.0,10.0,1.0,0.0,0.0,0.0,16204.0,546.2022,0.139353,1064.6966,6.0,0.2022,7.0,1.4831,11395.0,252.4045,0.173825,4.9213,483.0,561.0,9.0,594.0,319.0,12.0,9.0,1.0,8.0,3.0,1.0,0.0,0.0,34479.0,1162.2135,0.296517,603.6067,4.0,0.1348,3.0,1.0449,15104.0,377.427,0.259922,9.1685,778.0,371.0,8.0,1128.0,900.0,22.0,10.0,0.0,9.0,3.0,2.0,0.0,0.0,40147.0,1353.2697,0.345261,624.7416,12.0,0.4045,5.0,1.5506,16622.0,428.5955,0.29516,11.2921,357.0,303.0,-5.0,1148.0,1060.0,20.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,12781.0,430.8202,0.109916,127.3483,43.0,1.4494,9.0,2.1573,8225.0,145.5506,0.100239,0.1011,113.0,93.0,0.0,357.0,52.0,-3.0,1780,0
15,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7008.0,181.6328,0.148292,733.892,20.0,0.5184,6.0,0.9849,14910.0,256.8985,0.261884,8.9676,172.0,69.0,15.0,-102.0,-282.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,7424.0,192.4147,0.157095,1318.73,17.0,0.4406,18.0,1.6587,10773.0,149.676,0.152579,5.4946,-199.0,-214.0,3.0,-281.0,357.0,13.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,16595.0,430.108,0.351157,871.2311,17.0,0.4406,12.0,1.3218,14801.0,254.0734,0.259004,9.5896,143.0,151.0,1.0,-377.0,0.0,-5.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,11000.0,285.0972,0.232765,590.6436,22.0,0.5702,10.0,1.9957,14915.0,257.0281,0.262016,9.9525,-618.0,-551.0,-6.0,-1397.0,-712.0,-5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,5231.0,135.5767,0.11069,171.3693,64.0,1.6587,18.0,2.5659,7440.0,63.2916,0.064516,0.3369,-65.0,176.0,1.0,-621.0,90.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,18150.0,470.4104,0.174655,413.4168,16.0,0.4147,11.0,1.4514,15656.0,276.2333,0.223701,8.8121,-172.0,-69.0,-15.0,102.0,282.0,-12.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,22254.0,576.7775,0.214148,1010.6695,13.0,0.3369,12.0,1.8402,12994.0,207.2397,0.167827,4.9503,199.0,214.0,-3.0,281.0,-357.0,-13.0,7.0,0.0,6.0,1.0,0.0,0.0,0.0,26203.0,679.1274,0.252148,302.3326,31.0,0.8035,13.0,1.6069,16423.0,296.1123,0.2398,8.1901,-143.0,-151.0,-1.0,377.0,0.0,5.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0,31647.0,820.2246,0.304535,405.7192,23.0,0.5961,8.0,2.0475,18013.0,337.3218,0.273173,9.3564,618.0,551.0,6.0,1397.0,712.0,5.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,5665.0,146.8251,0.0545136,133.5292,66.0,1.7106,16.0,3.1102,9548.0,117.9266,0.0954978,0.3369,65.0,-176.0,-1.0,621.0,-90.0,-3.0,2315,0
16,2.0,2.0,3.0,0.0,0.0,0.0,0.0,8679.0,247.9714,0.132786,726.6286,10.0,0.2857,6.0,0.9714,13130.0,244.8571,0.228142,9.0,108.0,172.0,9.0,283.0,174.0,15.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,7826.0,223.6,0.119735,1176.0857,17.0,0.4857,15.0,2.1429,10195.0,161.0,0.150013,5.1143,364.0,356.0,10.0,717.0,345.0,17.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,25972.0,742.0571,0.397362,570.8286,17.0,0.4857,6.0,1.3429,14705.0,289.8571,0.270069,10.0286,208.0,471.0,8.0,739.0,1069.0,17.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,16083.0,459.5143,0.246064,670.6,16.0,0.4571,5.0,1.8857,14969.0,297.4,0.277096,9.9429,-421.0,-968.0,-10.0,58.0,-875.0,-2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6801.0,194.3143,0.104053,171.1143,60.0,1.7143,18.0,2.6857,7365.0,80.1429,0.0746792,0.4571,-153.0,514.0,0.0,-63.0,598.0,-1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,20808.0,594.5143,0.249535,661.5714,15.0,0.4286,11.0,1.5143,12727.0,233.3429,0.235643,8.5143,-108.0,-172.0,-9.0,-283.0,-174.0,-15.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,18356.0,524.4571,0.22013,981.0857,10.0,0.2857,9.0,1.6571,9802.0,149.7714,0.151252,4.5429,-364.0,-356.0,-10.0,-717.0,-345.0,-17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15945.0,455.5714,0.191217,329.8286,33.0,0.9429,9.0,1.5143,12526.0,227.6,0.229844,9.5429,-208.0,-471.0,-8.0,-739.0,-1069.0,-17.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,23483.0,670.9429,0.281615,503.0286,17.0,0.4857,5.0,1.5143,15500.0,312.5714,0.315649,9.6,421.0,968.0,10.0,-58.0,875.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,4795.0,137.0,0.057503,252.2571,54.0,1.5429,17.0,2.9429,6903.0,66.9429,0.0676111,0.3429,153.0,-514.0,0.0,63.0,-598.0,1.0,2100,1
17,2.0,1.0,7.0,0.0,0.0,0.0,0.0,16300.0,427.4476,0.187105,963.9073,16.0,0.4196,14.0,1.0227,15844.0,285.8654,0.231159,9.0472,-118.0,-72.0,0.0,-683.0,-328.0,-7.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,19417.0,509.1871,0.222884,903.2255,9.0,0.236,8.0,2.2815,15214.0,269.3444,0.2178,6.792,737.0,385.0,2.0,805.0,198.0,4.0,3.0,0.0,8.0,1.0,0.0,0.0,0.0,28529.0,748.1381,0.327479,415.8566,13.0,0.3409,11.0,0.9441,15690.0,281.8269,0.227894,8.4965,40.0,-199.0,-9.0,277.0,-91.0,-13.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,18359.0,481.4423,0.21074,400.9353,21.0,0.5507,7.0,1.993,15892.0,287.1241,0.232177,8.6801,-144.0,-287.0,-6.0,-387.0,-603.0,-13.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4512.0,118.3217,0.0517924,228.8811,61.0,1.5997,21.0,2.8584,9233.0,112.5,0.0909694,0.3409,-38.0,-215.0,-3.0,10.0,-409.0,-2.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,25567.0,670.4633,0.370155,968.5227,8.0,0.2098,4.0,0.9178,15322.0,272.1766,0.293991,9.1259,118.0,72.0,0.0,683.0,328.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7538.0,197.6748,0.109134,754.9563,18.0,0.472,18.0,1.8881,10563.0,147.3776,0.159188,5.3497,-737.0,-385.0,-2.0,-805.0,-198.0,-4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,14763.0,387.1416,0.213737,603.5664,22.0,0.5769,13.0,1.4161,11676.0,176.5647,0.190715,7.3951,-40.0,199.0,9.0,-277.0,91.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,17196.0,450.9441,0.248961,482.701,14.0,0.3671,6.0,1.3899,15416.0,274.6416,0.296654,10.4633,144.0,287.0,6.0,387.0,603.0,13.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4007.0,105.0787,0.0580128,276.0839,53.0,1.3899,17.0,2.1766,7042.0,55.0437,0.0594526,0.3934,38.0,215.0,3.0,-10.0,409.0,2.0,2288,1
18,0.0,3.0,1.0,0.0,0.0,0.0,0.0,9656.0,245.1799,0.125992,678.1041,21.0,0.5332,8.0,1.2442,15007.0,251.6547,0.207926,8.5061,165.0,501.0,3.0,72.0,262.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,7560.0,191.9594,0.098643,941.9467,52.0,1.3204,14.0,3.047,11754.0,169.0563,0.13968,4.672,-613.0,314.0,4.0,-777.0,-604.0,-15.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,28791.0,731.0453,0.375665,472.0779,17.0,0.4317,4.0,1.7774,17021.0,302.7931,0.250179,10.182,-32.0,-146.0,7.0,-455.0,-789.0,-10.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,14702.0,373.3051,0.191832,384.5789,18.0,0.457,5.0,1.7774,18812.0,348.2691,0.287753,11.5531,143.0,-45.0,0.0,805.0,376.0,18.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,15931.0,404.5112,0.207868,278.3919,80.0,2.0313,16.0,4.0372,10552.0,138.5358,0.114462,0.9649,349.0,-126.0,-2.0,483.0,-163.0,-1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,11580.0,294.033,0.157388,564.9598,11.0,0.2793,7.0,1.0157,14639.0,242.3106,0.209621,8.0745,-165.0,-501.0,-3.0,-72.0,-262.0,-3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,7721.0,196.0474,0.104939,905.3576,19.0,0.4824,18.0,2.3106,13397.0,210.7744,0.182339,6.3733,613.0,-314.0,-4.0,777.0,604.0,15.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,18488.0,469.4372,0.251278,751.3584,12.0,0.3047,10.0,0.7364,15841.0,272.8311,0.236025,9.1409,32.0,146.0,-7.0,455.0,789.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,28834.0,732.1371,0.391894,458.2395,16.0,0.4063,6.0,0.9395,18727.0,346.1109,0.299419,10.9183,-143.0,45.0,0.0,-805.0,-376.0,-18.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,6953.0,176.5468,0.0945009,207.245,81.0,2.0567,29.0,3.4278,8401.0,83.9187,0.0725958,0.711,-349.0,126.0,2.0,-483.0,163.0,1.0,2363,0
19,3.0,2.0,4.0,0.0,0.0,0.0,0.0,15127.0,397.7301,0.191916,532.6117,16.0,0.4207,11.0,0.8677,15286.0,272.2612,0.216999,8.2033,284.0,154.0,5.0,235.0,-134.0,5.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,6399.0,168.2472,0.0811839,639.1762,49.0,1.2883,18.0,3.234,11862.0,182.2349,0.145247,4.7327,57.0,-24.0,-9.0,203.0,87.0,-14.0,7.0,2.0,6.0,1.0,0.0,0.0,0.0,29111.0,765.4075,0.36933,1011.0605,11.0,0.2892,6.0,0.9991,17273.0,324.5048,0.258638,9.1236,747.0,247.0,16.0,985.0,88.0,7.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,24830.0,652.8484,0.315018,506.319,17.0,0.447,6.0,1.709,19092.0,372.3313,0.296757,11.5688,-253.0,-864.0,-13.0,-269.0,-760.0,-6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3354.0,88.1858,0.0425521,241.7616,76.0,1.9982,19.0,2.8396,8861.0,103.3304,0.0823586,0.9202,-631.0,339.0,6.0,-859.0,527.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,16673.0,438.3786,0.211823,848.3611,11.0,0.2892,8.0,1.1306,15256.0,271.4724,0.257243,9.1762,-284.0,-154.0,-5.0,-235.0,134.0,-5.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,6789.0,178.5013,0.0862511,711.5337,18.0,0.4733,17.0,2.156,10961.0,158.5451,0.150236,4.6275,-57.0,24.0,9.0,-203.0,-87.0,14.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,27592.0,725.4689,0.350544,867.9229,12.0,0.3155,8.0,0.9465,13400.0,222.6731,0.211002,7.4145,-747.0,-247.0,-16.0,-985.0,-88.0,-7.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,14062.0,369.7283,0.178651,318.6415,27.0,0.7099,10.0,1.3146,15885.0,288.0105,0.272914,9.5443,253.0,864.0,13.0,269.0,760.0,6.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,13596.0,357.4759,0.172731,250.7537,74.0,1.9457,22.0,4.4435,9290.0,114.61,0.108604,1.3409,631.0,-339.0,-6.0,859.0,-527.0,-5.0,2282,1
