,topkills1,topdeaths1,topassists1,topdoublekills1,toptriplekills1,topquadrakills1,toppentakills1,topdamagetochampions1,topdpm1,topdamageshare1,topdamagetakenperminute1,topwardsplaced1,topwpm1,topcontrolwardsbought1,topvspm1,toptotalgold1,topearned gpm1,topearnedgoldshare1,topcspm1,topgolddiffat101,topxpdiffat101,topcsdiffat101,topgolddiffat151,topxpdiffat151,topcsdiffat151,jgkills1,jgdeaths1,jgassists1,jgdoublekills1,jgtriplekills1,jgquadrakills1,jgpentakills1,jgdamagetochampions1,jgdpm1,jgdamageshare1,jgdamagetakenperminute1,jgwardsplaced1,jgwpm1,jgcontrolwardsbought1,jgvspm1,jgtotalgold1,jgearned gpm1,jgearnedgoldshare1,jgcspm1,jggolddiffat101,jgxpdiffat101,jgcsdiffat101,jggolddiffat151,jgxpdiffat151,jgcsdiffat151,midkills1,middeaths1,midassists1,middoublekills1,midtriplekills1,midquadrakills1,midpentakills1,middamagetochampions1,middpm1,middamageshare1,middamagetakenperminute1,midwardsplaced1,midwpm1,midcontrolwardsbought1,midvspm1,midtotalgold1,midearned gpm1,midearnedgoldshare1,midcspm1,midgolddiffat101,midxpdiffat101,midcsdiffat101,midgolddiffat151,midxpdiffat151,midcsdiffat151,botkills1,botdeaths1,botassists1,botdoublekills1,bottriplekills1,botquadrakills1,botpentakills1,botdamagetochampions1,botdpm1,botdamageshare1,botdamagetakenperminute1,botwardsplaced1,botwpm1,botcontrolwardsbought1,botvspm1,bottotalgold1,botearned gpm1,botearnedgoldshare1,botcspm1,botgolddiffat101,botxpdiffat101,botcsdiffat101,botgolddiffat151,botxpdiffat151,botcsdiffat151,supkills1,supdeaths1,supassists1,supdoublekills1,suptriplekills1,supquadrakills1,suppentakills1,supdamagetochampions1,supdpm1,supdamageshare1,supdamagetakenperminute1,supwardsplaced1,supwpm1,supcontrolwardsbought1,supvspm1,suptotalgold1,supearned gpm1,supearnedgoldshare1,supcspm1,supgolddiffat101,supxpdiffat101,supcsdiffat101,supgolddiffat151,supxpdiffat151,supcsdiffat151,topkills0,topdeaths0,topassists0,topdoublekills0,toptriplekills0,topquadrakills0,toppentakills0,topdamagetochampions0,topdpm0,topdamageshare0,topdamagetakenperminute0,topwardsplaced0,topwpm0,topcontrolwardsbought0,topvspm0,toptotalgold0,topearned gpm0,topearnedgoldshare0,topcspm0,topgolddiffat100,topxpdiffat100,topcsdiffat100,topgolddiffat150,topxpdiffat150,topcsdiffat150,jgkills0,jgdeaths0,jgassists0,jgdoublekills0,jgtriplekills0,jgquadrakills0,jgpentakills0,jgdamagetochampions0,jgdpm0,jgdamageshare0,jgdamagetakenperminute0,jgwardsplaced0,jgwpm0,jgcontrolwardsbought0,jgvspm0,jgtotalgold0,jgearned gpm0,jgearnedgoldshare0,jgcspm0,jggolddiffat100,jgxpdiffat100,jgcsdiffat100,jggolddiffat150,jgxpdiffat150,jgcsdiffat150,midkills0,middeaths0,midassists0,middoublekills0,midtriplekills0,midquadrakills0,midpentakills0,middamagetochampions0,middpm0,middamageshare0,middamagetakenperminute0,midwardsplaced0,midwpm0,midcontrolwardsbought0,midvspm0,midtotalgold0,midearned gpm0,midearnedgoldshare0,midcspm0,midgolddiffat100,midxpdiffat100,midcsdiffat100,midgolddiffat150,midxpdiffat150,midcsdiffat150,botkills0,botdeaths0,botassists0,botdoublekills0,bottriplekills0,botquadrakills0,botpentakills0,botdamagetochampions0,botdpm0,botdamageshare0,botdamagetakenperminute0,botwardsplaced0,botwpm0,botcontrolwardsbought0,botvspm0,bottotalgold0,botearned gpm0,botearnedgoldshare0,botcspm0,botgolddiffat100,botxpdiffat100,botcsdiffat100,botgolddiffat150,botxpdiffat150,botcsdiffat150,supkills0,supdeaths0,supassists0,supdoublekills0,suptriplekills0,supquadrakills0,suppentakills0,supdamagetochampions0,supdpm0,supdamageshare0,supdamagetakenperminute0,supwardsplaced0,supwpm0,supcontrolwardsbought0,supvspm0,suptotalgold0,supearned gpm0,supearnedgoldshare0,supcspm0,supgolddiffat100,supxpdiffat100,supcsdiffat100,supgolddiffat150,supxpdiffat150,supcsdiffat150,gamelength,winner
209,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11255.0,451.7057,0.170497,730.3545,13.0,0.5217,6.0,0.6421,8256.0,197.8997,0.159154,7.3445,-103.0,-186.0,-2.0,-419.0,-580.0,-17.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,6802.0,272.99,0.10304,775.505,34.0,1.3645,10.0,3.2107,8241.0,197.2977,0.15867,5.8595,-56.0,-110.0,1.0,-435.0,104.0,-6.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,24886.0,998.7692,0.376986,309.0301,9.0,0.3612,0.0,0.5217,11955.0,346.3545,0.278554,9.5518,-70.0,175.0,3.0,159.0,380.0,6.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,19678.0,789.7525,0.298093,305.699,14.0,0.5619,5.0,1.2843,12172.0,355.0635,0.285558,9.311,927.0,-132.0,11.0,1113.0,-407.0,12.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,3392.0,136.1338,0.0513838,234.6221,25.0,1.0033,9.0,1.7659,6983.0,146.8094,0.118063,0.3211,239.0,678.0,-1.0,114.0,699.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8893.0,356.9097,0.262617,990.3813,12.0,0.4816,8.0,1.4047,9592.0,251.5184,0.274406,8.8294,103.0,186.0,2.0,419.0,580.0,17.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5074.0,203.6388,0.149839,862.1538,10.0,0.4013,10.0,1.4448,7497.0,167.4381,0.182668,5.8595,56.0,110.0,-1.0,435.0,-104.0,6.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,6292.0,252.5217,0.185808,517.9264,17.0,0.6823,8.0,1.5251,7834.0,180.9632,0.197425,8.0268,70.0,-175.0,-3.0,-159.0,-380.0,-6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,10069.0,404.107,0.297345,549.4314,10.0,0.4013,4.0,1.2843,9509.0,248.1873,0.270771,8.9498,-927.0,132.0,-11.0,-1113.0,407.0,-12.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3535.0,141.8729,0.104391,318.3813,28.0,1.1237,9.0,2.0067,5032.0,68.5084,0.0747296,0.3211,-239.0,-678.0,1.0,-114.0,-699.0,0.0,1495,1
210,1.0,4.0,2.0,0.0,0.0,0.0,0.0,2689.0,149.3889,0.121751,653.1111,11.0,0.6111,6.0,0.8889,6044.0,198.0556,0.237537,7.1111,-379.0,-769.0,-13.0,-2433.0,-1276.0,-13.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,4448.0,247.1111,0.201395,959.6111,5.0,0.2778,8.0,1.1111,5910.0,190.6111,0.22861,5.9444,-1378.0,-322.0,6.0,-2150.0,-479.0,11.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,8229.0,457.1667,0.372589,601.4444,7.0,0.3889,1.0,1.0,6364.0,215.8333,0.258858,7.7222,-406.0,-241.0,2.0,-1202.0,-974.0,-1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3528.0,196.0,0.159739,461.9444,6.0,0.3333,1.0,0.6667,4945.0,137.0,0.164315,6.4444,-1881.0,-927.0,-33.0,-3587.0,-1289.0,-48.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3192.0,177.3333,0.144526,343.4444,13.0,0.7222,5.0,2.0,4140.0,92.2778,0.11068,1.0,-419.0,134.0,1.0,-1597.0,-550.0,5.0,4.0,1.0,6.0,1.0,0.0,0.0,0.0,10939.0,607.7222,0.263508,372.2778,9.0,0.5,3.0,1.0,9487.0,389.3333,0.237687,8.5556,379.0,769.0,13.0,2433.0,1276.0,13.0,7.0,1.0,8.0,0.0,0.0,0.0,0.0,8146.0,452.5556,0.196228,890.0556,10.0,0.5556,5.0,1.2778,8878.0,355.5,0.217032,5.8333,1378.0,322.0,-6.0,2150.0,479.0,-11.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,7734.0,429.6667,0.186303,680.7222,5.0,0.2778,2.0,0.7778,7208.0,262.7222,0.160393,8.3333,406.0,241.0,-2.0,1202.0,974.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,9698.0,538.7778,0.233614,269.0,7.0,0.3889,1.0,0.6667,10067.0,421.5556,0.257358,9.6111,1881.0,927.0,33.0,3587.0,1289.0,48.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,4996.0,277.5556,0.120348,259.5,22.0,1.2222,7.0,2.7222,6239.0,208.8889,0.127529,0.3889,419.0,-134.0,-1.0,1597.0,550.0,-5.0,1080,0
211,4.0,2.0,6.0,1.0,0.0,0.0,0.0,13460.0,359.2527,0.16638,702.9982,12.0,0.3203,7.0,0.9075,14989.0,270.2936,0.200658,8.1406,642.0,593.0,8.0,692.0,385.0,-5.0,11.0,0.0,9.0,0.0,0.0,0.0,0.0,15809.0,421.9484,0.195417,830.0178,16.0,0.427,12.0,1.8683,15136.0,274.2171,0.20357,5.7651,1194.0,663.0,16.0,2125.0,518.0,17.0,2.0,4.0,12.0,0.0,0.0,0.0,0.0,18439.0,492.1441,0.227926,594.0214,21.0,0.5605,16.0,1.9484,13650.0,234.5552,0.174128,6.8861,803.0,817.0,18.0,1387.0,1207.0,17.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,24955.0,666.0587,0.308471,265.8897,51.0,1.3612,7.0,2.8559,20482.0,416.9039,0.309492,11.1032,70.0,106.0,-19.0,1615.0,138.0,-17.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,8236.0,219.8221,0.101806,358.2384,70.0,1.8683,18.0,3.8434,10522.0,151.0676,0.112152,1.0409,100.0,-251.0,-5.0,1126.0,775.0,2.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,20859.0,556.7349,0.287806,823.5854,17.0,0.4537,9.0,1.5747,14392.0,254.3594,0.249369,7.8203,-642.0,-593.0,-8.0,-692.0,-385.0,5.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,6760.0,180.427,0.0932723,809.306,21.0,0.5605,12.0,1.121,10028.0,137.8826,0.135183,4.4039,-1194.0,-663.0,-16.0,-2125.0,-518.0,-17.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,26896.0,717.8648,0.371102,350.6317,18.0,0.4804,4.0,0.8541,16333.0,306.1655,0.300156,10.4626,-803.0,-817.0,-18.0,-1387.0,-1207.0,-17.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,13231.0,353.1406,0.182557,247.7135,12.0,0.3203,4.0,1.4947,13879.0,240.6673,0.235946,8.8078,-70.0,-106.0,19.0,-1615.0,-138.0,17.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,4730.0,126.2456,0.065263,421.1744,52.0,1.3879,12.0,2.589,7894.0,80.9253,0.0793461,1.2278,-100.0,251.0,5.0,-1126.0,-775.0,-2.0,2248,1
212,2.0,3.0,5.0,0.0,0.0,0.0,0.0,24021.0,553.9047,0.272938,796.8563,17.0,0.392,2.0,1.4527,16289.0,246.8486,0.222432,7.7018,98.0,133.0,-7.0,142.0,95.0,-7.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,6891.0,158.9008,0.0782988,831.2836,14.0,0.3228,12.0,1.937,13192.0,175.4343,0.158083,5.0038,799.0,557.0,-6.0,701.0,28.0,-15.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,24177.0,557.5019,0.274711,635.9493,22.0,0.5073,6.0,1.2452,17620.0,277.5404,0.250087,8.3474,162.0,-393.0,-15.0,-480.0,-1072.0,-29.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,29403.0,678.0092,0.334091,440.5688,14.0,0.3228,5.0,0.9224,19695.0,325.3882,0.2932,10.9992,127.0,44.0,14.0,26.0,43.0,21.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,3517.0,81.0992,0.0399618,274.3351,67.0,1.545,12.0,2.8593,9251.0,84.558,0.0761984,0.4381,-252.0,-333.0,-26.0,-276.0,399.0,-25.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,11491.0,264.9731,0.108222,801.9293,20.0,0.4612,9.0,1.3144,16072.0,241.8447,0.205008,8.1168,-98.0,-133.0,7.0,-142.0,-95.0,7.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,9324.0,215.0038,0.0878131,833.9124,10.0,0.2306,9.0,1.545,13078.0,172.8055,0.146486,5.1653,-799.0,-557.0,6.0,-701.0,-28.0,15.0,9.0,0.0,2.0,2.0,1.0,1.0,0.0,30301.0,698.7164,0.285374,694.4965,9.0,0.2075,7.0,1.2683,19195.0,313.8586,0.266051,8.7164,-162.0,393.0,15.0,480.0,1072.0,29.0,5.0,2.0,7.0,2.0,0.0,0.0,0.0,50928.0,1174.3582,0.479638,243.5511,16.0,0.3689,7.0,1.1991,20748.0,349.6695,0.296406,10.3305,-127.0,-44.0,-14.0,-26.0,-43.0,-21.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,4136.0,95.3728,0.0389527,385.8724,77.0,1.7756,26.0,3.113,9986.0,101.5065,0.086049,0.9685,252.0,333.0,26.0,276.0,-399.0,25.0,2602,0
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4341.0,187.3813,0.152049,614.5468,9.0,0.3885,4.0,0.6475,6770.0,157.9424,0.204894,7.1655,-621.0,-723.0,-30.0,-1899.0,-1569.0,-59.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,6494.0,280.3165,0.227461,1073.4388,11.0,0.4748,7.0,1.6403,6059.0,127.2518,0.165078,5.0072,-525.0,-287.0,-13.0,-1845.0,-342.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6985.0,301.5108,0.244658,660.3453,10.0,0.4317,5.0,1.0791,7405.0,185.3525,0.240455,8.7194,-593.0,-748.0,-20.0,-2049.0,-1029.0,-24.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,7911.0,341.482,0.277093,713.6115,9.0,0.3885,3.0,1.3381,8232.0,221.0504,0.286767,9.6259,-43.0,182.0,1.0,-813.0,-519.0,-1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2819.0,121.6835,0.0987391,445.8561,28.0,1.2086,5.0,2.1583,4947.0,79.2518,0.102806,0.5612,-481.0,-180.0,-4.0,-432.0,-130.0,-4.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,12865.0,555.3237,0.202099,367.1655,9.0,0.3885,2.0,1.1655,10633.0,324.6906,0.224123,9.8417,621.0,723.0,30.0,1899.0,1569.0,59.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,9201.0,397.1655,0.14454,760.1439,22.0,0.9496,7.0,2.6763,9885.0,292.4029,0.201835,5.741,525.0,287.0,13.0,1845.0,342.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,13338.0,575.741,0.209529,467.1367,9.0,0.3885,4.0,1.036,11353.0,355.7698,0.245577,9.9281,593.0,748.0,20.0,2049.0,1029.0,24.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,19679.0,849.4532,0.309141,299.0072,12.0,0.518,4.0,1.1223,10747.0,329.6115,0.22752,9.3669,43.0,-182.0,-1.0,813.0,519.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,8574.0,370.1007,0.134691,349.3381,34.0,1.4676,8.0,2.7194,6499.0,146.2446,0.100945,0.777,481.0,180.0,4.0,432.0,130.0,4.0,1390,0
214,0.0,5.0,1.0,0.0,0.0,0.0,0.0,8224.0,269.6393,0.143894,833.6721,17.0,0.5574,6.0,1.0492,9612.0,183.7049,0.202978,7.6066,-475.0,-129.0,-17.0,-1109.0,-717.0,-25.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,5642.0,184.9836,0.0987175,1049.0164,10.0,0.3279,8.0,1.1803,8794.0,156.8852,0.173345,5.0492,143.0,-4.0,-6.0,-364.0,-569.0,-19.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,17763.0,582.3934,0.310797,442.6557,11.0,0.3607,4.0,0.9508,10000.0,196.4262,0.217033,8.6557,29.0,-90.0,4.0,114.0,36.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,17109.0,560.9508,0.299354,482.9508,11.0,0.3607,5.0,1.4754,12313.0,272.2623,0.300822,10.6885,145.0,-228.0,9.0,-207.0,-563.0,-7.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,8415.0,275.9016,0.147236,370.2623,84.0,2.7541,15.0,5.0492,6930.0,95.7705,0.105821,1.377,-32.0,201.0,-16.0,472.0,299.0,-10.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,18505.0,606.7213,0.264527,564.3934,10.0,0.3279,4.0,1.1803,14896.0,356.9508,0.26151,9.3443,475.0,129.0,17.0,1109.0,717.0,25.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,7266.0,238.2295,0.103867,745.5738,15.0,0.4918,15.0,1.8361,11277.0,238.2951,0.174582,6.7541,-143.0,4.0,6.0,364.0,569.0,19.0,4.0,1.0,9.0,2.0,0.0,0.0,0.0,13656.0,447.7377,0.195211,646.623,15.0,0.4918,5.0,1.4098,13491.0,310.8852,0.227762,9.541,-29.0,90.0,-4.0,-114.0,-36.0,-4.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,25606.0,839.541,0.366035,323.541,14.0,0.459,5.0,1.2459,13583.0,313.9016,0.229972,9.1475,-145.0,228.0,-9.0,207.0,563.0,7.0,2.0,3.0,12.0,0.0,0.0,0.0,0.0,4922.0,161.377,0.0703595,441.0492,83.0,2.7213,13.0,4.6885,8429.0,144.918,0.106173,1.6066,32.0,-201.0,16.0,-472.0,-299.0,10.0,1830,0
215,2.0,5.0,10.0,0.0,0.0,0.0,0.0,16043.0,342.4333,0.154742,1023.3084,24.0,0.5123,9.0,1.5582,14951.0,190.8431,0.17943,5.9979,-256.0,374.0,-11.0,-354.0,435.0,-8.0,2.0,5.0,13.0,0.0,0.0,0.0,0.0,13938.0,297.5027,0.134438,1577.9723,12.0,0.2561,13.0,2.476,13169.0,152.8068,0.143668,4.2689,35.0,-183.0,3.0,-231.0,-707.0,-5.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,19980.0,426.4674,0.192716,454.2796,18.0,0.3842,4.0,1.5368,19583.0,289.7118,0.272386,8.8154,-70.0,27.0,-13.0,-727.0,29.0,-13.0,9.0,3.0,7.0,2.0,0.0,0.0,0.0,45032.0,961.1953,0.434353,485.0374,16.0,0.3415,3.0,1.5582,21819.0,337.4386,0.317259,9.9253,575.0,347.0,10.0,911.0,612.0,27.0,0.0,4.0,17.0,0.0,0.0,0.0,0.0,8683.0,185.3362,0.0837513,379.7225,69.0,1.4728,16.0,2.8388,10358.0,92.8068,0.0872562,0.5977,191.0,-33.0,-13.0,66.0,-124.0,-23.0,5.0,6.0,4.0,1.0,0.0,0.0,0.0,38046.0,812.0811,0.248807,643.9061,21.0,0.4482,4.0,0.9178,19008.0,277.4386,0.227883,7.4493,256.0,-374.0,11.0,354.0,-435.0,8.0,2.0,7.0,9.0,0.0,0.0,0.0,0.0,9468.0,202.0918,0.0619172,971.1419,22.0,0.4696,23.0,1.7076,14293.0,176.7983,0.145219,4.3757,-35.0,183.0,-3.0,231.0,707.0,5.0,4.0,1.0,11.0,0.0,0.0,0.0,0.0,48103.0,1026.7449,0.314576,293.81,21.0,0.4482,5.0,0.7684,17179.0,238.3991,0.195817,6.9797,70.0,-27.0,13.0,727.0,-29.0,13.0,9.0,2.0,7.0,1.0,0.0,0.0,0.0,51020.0,1089.0075,0.333652,488.2604,21.0,0.4482,7.0,1.1526,24284.0,390.0534,0.320383,10.8218,-575.0,-347.0,-10.0,-911.0,-612.0,-27.0,2.0,4.0,17.0,0.0,0.0,0.0,0.0,6277.0,133.9808,0.0410492,512.8068,139.0,2.9669,26.0,5.2295,12324.0,134.7705,0.110698,1.3234,-191.0,33.0,13.0,-66.0,124.0,23.0,2811,0
216,3.0,1.0,3.0,0.0,0.0,0.0,0.0,13834.0,465.53,0.19811,718.2501,14.0,0.4711,3.0,0.8413,12450.0,287.2799,0.217631,9.5569,-227.0,-80.0,-13.0,-375.0,-277.0,-19.0,9.0,1.0,2.0,1.0,0.0,0.0,0.0,11518.0,387.5939,0.164943,925.4403,13.0,0.4375,12.0,2.1873,12343.0,283.6792,0.214903,6.9658,109.0,-90.0,-4.0,613.0,622.0,11.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,16048.0,540.0337,0.229815,834.0774,8.0,0.2692,6.0,1.5143,13596.0,325.8441,0.246845,9.9607,-28.0,348.0,6.0,-163.0,307.0,-1.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,22600.0,760.516,0.323643,542.9277,14.0,0.4711,6.0,0.9422,12614.0,292.7987,0.221811,9.8261,845.0,518.0,19.0,982.0,531.0,22.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,5830.0,196.1862,0.0834885,242.3556,41.0,1.3797,12.0,3.0623,7789.0,130.4319,0.0988105,0.5384,276.0,213.0,-13.0,101.0,-49.0,-24.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,12416.0,417.8127,0.199582,635.1655,8.0,0.2692,4.0,0.5721,11494.0,255.1094,0.246424,9.5233,227.0,80.0,13.0,375.0,277.0,19.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,7036.0,236.7695,0.113101,982.5463,23.0,0.774,14.0,1.2114,9106.0,174.7504,0.168802,6.1918,-109.0,90.0,4.0,-613.0,-622.0,-11.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,25275.0,850.5328,0.406285,368.2445,15.0,0.5048,6.0,1.0095,13478.0,321.8732,0.310914,10.2299,28.0,-348.0,-6.0,163.0,-307.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,12503.0,420.7403,0.200981,516.4105,14.0,0.4711,5.0,1.4133,10133.0,209.3102,0.202184,8.2445,-845.0,-518.0,-19.0,-982.0,-531.0,-22.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,4980.0,167.5827,0.0800514,636.1413,47.0,1.5816,15.0,2.9277,6118.0,74.2008,0.0716764,1.447,-276.0,-213.0,13.0,-101.0,49.0,24.0,1783,1
217,3.0,2.0,2.0,0.0,0.0,0.0,0.0,21655.0,441.0387,0.159154,828.8187,13.0,0.2648,8.0,1.7923,21070.0,301.1202,0.228372,9.2872,-154.0,156.0,1.0,56.0,199.0,3.0,4.0,4.0,7.0,1.0,0.0,0.0,0.0,15206.0,309.6945,0.111757,1001.7312,48.0,0.9776,27.0,2.057,17273.0,223.7882,0.169721,6.6802,343.0,28.0,-15.0,771.0,685.0,-1.0,4.0,4.0,13.0,1.0,0.0,0.0,0.0,47256.0,962.444,0.34731,411.0591,26.0,0.5295,8.0,1.7923,22274.0,325.6415,0.24697,9.8167,-436.0,-250.0,-3.0,-342.0,-131.0,-2.0,7.0,5.0,8.0,2.0,1.0,0.0,0.0,45500.0,926.6802,0.334404,511.4664,24.0,0.4888,11.0,1.6701,24070.0,362.22,0.274713,11.0183,202.0,-398.0,1.0,198.0,-130.0,1.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,6446.0,131.2831,0.0473751,399.8167,106.0,2.1589,32.0,3.6864,11479.0,105.7841,0.0802233,1.1405,-176.0,301.0,11.0,-7.0,20.0,16.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,29220.0,595.112,0.255511,923.8086,25.0,0.5092,12.0,1.0591,21905.0,318.1263,0.25171,8.9817,154.0,-156.0,-1.0,-56.0,-199.0,-3.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,20193.0,411.2627,0.176576,1094.3992,27.0,0.5499,25.0,3.1161,16827.0,214.7047,0.169878,5.8452,-343.0,-28.0,15.0,-771.0,-685.0,1.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,21085.0,429.4297,0.184376,683.0754,22.0,0.4481,4.0,1.5886,19225.0,263.5438,0.208522,8.554,436.0,250.0,3.0,342.0,131.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,38570.0,785.5397,0.337271,579.4705,20.0,0.4073,5.0,1.4868,23253.0,345.5804,0.273433,11.4664,-202.0,398.0,-1.0,-198.0,130.0,-1.0,2.0,4.0,14.0,0.0,0.0,0.0,0.0,5291.0,107.7597,0.0462666,354.4399,89.0,1.8126,27.0,3.1772,12271.0,121.9145,0.0964576,0.6721,176.0,-301.0,-11.0,7.0,-20.0,-16.0,2946,1
218,1.0,2.0,0.0,0.0,0.0,0.0,0.0,12065.0,405.7735,0.22685,740.3812,11.0,0.37,3.0,0.7063,10217.0,211.9507,0.213772,8.8789,-124.0,-309.0,12.0,-950.0,-1050.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,13567.0,456.2892,0.255091,929.4955,11.0,0.37,10.0,1.278,10720.0,228.8677,0.230834,6.7937,154.0,559.0,19.0,-456.0,96.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12645.0,425.2803,0.237755,259.9776,14.0,0.4709,4.0,1.1099,12026.0,272.7915,0.275135,10.9978,213.0,46.0,7.0,-144.0,-259.0,-1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,7338.0,246.7937,0.137971,358.2175,26.0,0.8744,8.0,1.3117,10021.0,205.3587,0.207123,9.1816,-72.0,-38.0,3.0,-342.0,-69.0,-3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,7570.0,254.5964,0.142333,262.13,47.0,1.5807,13.0,2.7242,6071.0,72.5112,0.0731352,0.6054,151.0,225.0,-12.0,-89.0,-131.0,-18.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,17368.0,584.1256,0.395879,693.7668,10.0,0.3363,4.0,1.1435,14047.0,340.7623,0.249194,9.7197,124.0,309.0,-12.0,950.0,1050.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,4903.0,164.8991,0.111757,911.3677,15.0,0.5045,12.0,2.1525,11689.0,261.4574,0.1912,6.8946,-154.0,-559.0,-19.0,456.0,-96.0,-12.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,10363.0,348.5314,0.23621,521.8049,17.0,0.5717,13.0,1.9507,13225.0,313.1166,0.228977,10.1906,-213.0,-46.0,-7.0,144.0,259.0,1.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,9993.0,336.0874,0.227776,497.1861,13.0,0.4372,9.0,2.0516,13758.0,331.0426,0.242086,11.9731,72.0,38.0,-3.0,342.0,69.0,3.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1245.0,41.8722,0.028378,307.0964,48.0,1.6143,16.0,3.3969,7515.0,121.0762,0.0885418,1.278,-151.0,-225.0,12.0,89.0,131.0,18.0,1784,0
